	order_in_text	sentences	tf_idf
379	380	Здесь, вы, господа, можете видеть и портрет самого телеграфиста, очень удачно исполненный цветными карандашами Сердце Веры пронзено (вот сердце, вот стрела)	2.206689571120117
207	208	В то время — как и до сих пор — он был комендантом большой, но почти упраздненной крепости в г	2.2057337793300307
739	740	Ты знаешь, каковы наши отношения	2.2048512236066027
823	824	И я должен, князь, говорить с вами вне всяких условностей	2.2047436271548104
514	515	Ах ты, черт	2.204579449696299
937	938	Восемь лет я его держала на квартире, и он казался мне совсем не квартирантом, а родным сыном Тут же в передней был стул, и Вера опустилась на него — Я друг вашего покойного квартиранта, — сказала она, подбирая каждое слово к слову	2.2039460227167735
962	963	— спросила старая женщина, и в ее тоне послышалось что-то чрезвычайно интимное — Да, я потом вас позову, — сказала Вера и сейчас же вынула из маленького бокового кармана кофточки большую красную розу, подняла немного вверх левой рукой голову трупа, а правой рукой положила ему под шею цветок	2.203715652012331
37	38	Мужа она терпеть не могла, но родила от него двух детей — мальчика и девочку; больше она решила не иметь детей и не имела	2.20320712313183
58	59	У меня у самой голова кружится, когда ты так делаешь	2.2028627902563302
21	22	Княгиня Вера, у которой прежняя страстная любовь к мужу давно уже перешла в чувство прочной, верной, истинной дружбы, всеми силами старалась помочь князю удержаться от полного разорения	2.2011116469924255
470	471	— заметила Анна, лукаво смеясь — Нет, нет, — роман был самый приличный	2.200237760924722
519	520	«Дорогой Никита Антоныч, я пришел к вам просить руки вашей дочери	2.2001054081033655
784	785	Садитесь Теперь он стал весь виден: очень бледный, с нежным девичьим лицом, с голубыми глазами и упрямым детским подбородком с ямочкой посредине; лет ему, должно быть, было около тридцати, тридцати пяти — Благодарю вас, — сказал просто князь Шеин, разглядывавший его очень внимательно — Merci, — коротко ответил Николай Николаевич	2.199754048791628
883	884	И что это было: любовь или сумасшествие	2.1992175170004127
687	688	С тех пор он замолчал о любви и стал писать лишь изредка: на пасху, на Новый год и в день ее именин	2.198937324929201
886	887	И все ее мысли были прикованы к тому неведомому человеку, которого она никогда не видела и вряд ли когда-нибудь увидит, к этому смешному Пе Пе Же «Почем знать, может быть, твой жизненный путь пересекла настоящая, самоотверженная, истинная любовь», — вспомнились ей слова Аносова В шесть часов пришел почтальон	2.198720604090461
958	959	Наискось комнаты лежал на столе Желтков	2.197964917686537
717	718	Но вы легко рискуете попасть в смешное положение — Не вижу, каким способом, — сказал князь Вообрази себе, что этот идиотский браслет	2.197801034890228
168	169	А вы держите себя донжуаном, бесстыдник, и совсем забыли о нашем существовании Генерал, обнажив свою величественную голову, целовал поочередно руки у обеих сестер, потом целовал их в щеки и опять в руку — Девочки	2.1958359522157136
984	985	„Да святится имя Твое“ Вспоминаю каждый твой шаг, улыбку, взгляд, звук твоей походки	2.194887762317684
443	444	Но испугался я один раз чуть не до смерти — Расскажите, дедушка, — попросили в один голос сестры Они до сих пор слушали рассказы Аносова с тем же восторгом, как и в их раннем детстве	2.194640850854902
190	191	Молись богу	2.19398480016133
846	847	— Вопрос очень короток: вам предлагают одно из двух: либо вы совершенно отказываетесь от преследования княгини Веры Николаевны, либо, если на это вы не согласитесь, мы примем меры, которые нам позволят наше положение, знакомство и так далее Но Желтков даже не поглядел на него, хотя и слышал его слова	2.193973792773202
807	808	Я от вас не скрою, что первой нашей мыслью было — обратиться к помощи власти, но мы не сделали этого, и я очень рад, что не сделали, потому что — повторяю — я сразу угадал в вас благородного человека — Простите	2.1910749521988775
383	384	«Я не смею мешать твоему счастию, — говорит он, — но, умоляю, не делай сразу решительного шага	2.1880591732106858
504	505	— мягко возразила Вера, пожимая слегка его руку	2.1879803953633346
397	398	— спросила Вера Николаевна Долгий осенний закат догорел	2.1875623883719366
809	810	— спросил вдруг внимательно Желтков и рассмеялся	2.184784138184393
860	861	И опять с больной, нервной чуткостью это понял князь Шеин — Я готов, — сказал он, — и завтра вы обо мне ничего не услышите	2.1847483712353117
862	863	Но одно условие — это я вам говорю, князь Василий Львович, — видите ли, я растратил казенные деньги, и мне как-никак приходится из этого города бежать	2.1844145795387555
484	485	Неужели не любили	2.183883107117187
476	477	— возразил комендант — Нет, Яков Михайлович, вы меня извините — это не любовь, а просто бивуачное приключение армейского офицера — Не знаю, милая моя, ей-богу, не знаю — любовь это была или иное чувство — Да нет	2.183398327007174
674	675	Знаешь закон: сила действия равна силе противодействия Немного помолчав, он вдруг спросил: — Скажи мне, Верочка, если только тебе не трудно, что это за история с телеграфистом, о котором рассказывал сегодня князь Василий	2.1811367278028855
86	87	Каж-дый день видим» — Благодарю за сравнение, — засмеялась Вера, — нет, я только думаю, что нам, северянам, никогда не понять прелести моря	2.1807561580444705
712	713	— Писал лишь он один Вера покраснела при этих словах и села на диван в тень большой латании — Я извиняюсь за выражение, — сказал Николай Николаевич и бросил на землю, точно оторвав от груди, невидимый тяжелый предмет — А я не понимаю, почему ты называешь его моим, — вставила Вера, обрадованная поддержкой мужа	2.1775702245713786
833	834	Я соглашаюсь с тем, что мой последний поступок, именно посылка браслета была еще большей глупостью	2.1774879806292153
871	872	И вот я прекращаю всю эту историю	2.1760925398601323
342	343	Но вы понимаете, в чем наше несчастие	2.1760925398601323
214	215	За всю свою службу он не только никогда не высек, но даже не ударил ни одного солдата	2.175158560273799
920	921	И для него не существовало жизни без тебя	2.1742305295194932
795	796	Я сам знаю, что очень виноват, — прошептал Желтков, глядя вниз, на пол, и краснея	2.1737945436138064
816	817	Князь придвинул стул к столу и сел	2.1703043780532805
917	918	Вероятно, вы с Николаем Николаевичем сделали что-нибудь не так, как нужно Князь Шеин внимательно прочел письмо, аккуратно сложил его и, долго помолчав, сказал: — Я не сомневаюсь в искренности этого человека, и даже больше, я не смею разбираться в его чувствах к тебе — Он умер	2.1686202666507817
195	196	Давайте я вам представлю господ офицеров — Я уже давно имел эту честь	2.1683532984258838
845	846	Вы хотите, я приму ее в какой угодно форме — Мы вместо дела разводим какую-то мелодекламацию, — сказал Николай Николаевич, надевая шляпу	2.1677477920685573
907	908	Я все отрезал, но все-таки думаю и даже уверен, что Вы обо мне вспомните	2.1650831360195752
457	458	А почему я это узнал	2.164988826672487
67	68	Когда я в первый раз вижу море после большого времени, оно меня и волнует, и радует, и поражает	2.164393820079556
135	136	Но ни здесь, ни в городе — ничего не достанешь ни за какие деньги	2.163496352896999
843	844	Но и там я найду способ дать ей знать о моем существовании	2.162555976673936
318	319	— сказала с комической обидчивостью Анна	2.1614652060961523
802	803	Не правда ли	2.1605114053460235
510	511	Вижу, сидит около меня свежая девчонка	2.1602997745919983
623	624	Очень и очень нехорошо себя вела	2.1583179242691473
482	483	святой, чистой, вечной любовью	2.1578756685844356
507	508	Значит, все-таки любили	2.15676189086757
282	283	— Пришел на кухню и положил вот это на стол	2.1562983001076836
706	707	— говорил Николай раздраженно и делая правой рукой такой жест, точно он бросал на землю какую-то невидимую тяжесть	2.156070231979286
156	157	— приказала княгиня После пяти часов стали съезжаться гости	2.1551027193920413
132	133	— Я его, кажется, сто лет не видала — Будет сестра Васи и, кажется, профессор Спешников	2.1548914396263728
665	666	— О, конечно, конечно, дедушка — А раз ее нет, женщины мстят	2.1535086117711844
735	736	Одним словом, завтра к двум часам дня я буду знать в точности адрес и фамилию этого молодчика и даже часы, в которые он бывает дома	2.1531992961678053
716	717	Поверьте, если я здесь о чем хлопочу и о чем волнуюсь, — так это только о добром имени Веры и твоем, Василий Львович — Ну, это ты, кажется, уж слишком хватил, Коля, — возразил Шеин — Может быть, может быть	2.1528875659582436
60	61	Но ты только посмотри, какая красота, какая радость — просто глаз не насытится	2.152180456825972
892	893	Я проверял себя — это не болезнь, не маниакальная идея — это любовь, которою богу было угодно за что-то меня вознаградить Пусть я был смешон в Ваших глазах и в глазах Вашего брата, Николая Николаевича	2.1488319824922106
280	281	— Красная шапка, ваше сиятельство	2.147768504320534
171	172	— Честное слово	2.1476077735428807
752	753	Все живут точно в стеклянных банках	2.146171187553883
166	167	— Каждый день вас ждем, а вы хоть бы глаза показали — Дедушка у нас на юге всякую совесть потерял, — засмеялась Анна	2.145468539418837
275	276	— с неудовольствием спросила княгиня Вера, проходя в свой маленький кабинет, рядом со спальней	2.1452045576946763
327	328	Вера подошла и с улыбкой прислушалась — Нет, нет, вы, пожалуйста, не смейтесь, — весело говорила Анна, щуря на офицера свои милые, задорные татарские глаза	2.1436793843596886
455	456	Вот в этом же Букаресте был очень трогательный случай	2.1424711795530493
43	44	— говорила Анна, идя быстрыми и мелкими шагами рядом с сестрой по дорожке	2.1414335666558038
921	922	Мне казалось, что я присутствую при громадном страдании, от которого люди умирают, и я даже почти понял, что передо мною мертвый человек	2.1407979998894273
18	19	Князь Шеин, несмотря на свое видное положение в обществе, а может быть, и благодаря ему, едва сводил концы с концами	2.13994230657961
637	638	Если что-нибудь с ним случится — уйду из дому и никогда не вернусь	2.1387186951300943
771	772	Приличная внешность обоих, должно быть, успокоила ее — Дома, прошу, — сказала она, открывая дверь	2.1367788559848884
686	687	Но однажды Вера письменно (кстати, не проболтайтесь, дедушка, об этом нашим: никто из них не знает) попросила его не утруждать ее больше своими любовными излияниями	2.135707707403581
794	795	— Она, конечно, делает честь вашему вкусу, но мы очень просили бы вас, чтобы такие сюрпризы больше не повторялись — Простите	2.133363428361458
719	720	Тогда, во-первых, Пе Пе Же может хвастаться своим знакомым или товарищам, что княгиня Вера Николаевна Шеина принимает его подарки, а во-вторых, первый же случай поощрит его к дальнейшим подвигам	2.132877003427334
787	788	Это — князь Василий Львович Шеин, губернский предводитель дворянства	2.131640086211944
28	29	Она пошла навстречу	2.13151543185718
893	894	Уходя, я в восторге говорю: „Да святится имя Твое“ Восемь лет тому назад я увидел вас в цирке в ложе, и тогда же в первую секунду я сказал себе: я ее люблю потому, что на свете нет ничего похожего на нее, нет ничего лучше, нет ни зверя, ни растения, ни звезды, ни человека прекраснее Вас и нежнее	2.131484397680971
615	616	— воскликнула Вера — Пришлось прапорщику оставить службу	2.1274507449611972
536	537	Если бы тогда увидел их, конечно, убил бы обоих	2.127114863088643
296	297	» — подумала с неожиданной тревогой Вера Потом она вспомнила о письме и развернула его	2.125992454993747
453	454	— воскликнула Анна — Красавцем не был, — спокойно улыбаясь, сказал Аносов	2.1223584552116517
357	358	— Часть первая — детство	2.1212052741018326
27	28	Это подъезжала сестра княгини Веры — Анна Николаевна Фриессе, с утра обещавшая по телефону приехать помочь сестре принимать гостей и по хозяйству Тонкий слух не обманул Веру	2.1155532623967344
941	942	Затем эти два господина ушли, а он сел и стал писать письмо	2.1140403988228638
832	833	Я соглашаюсь, что вначале, когда Вера Николаевна была еще барышней, я писал ей глупые письма и даже ждал на них ответа	2.111774893241776
896	897	Все равно сердце было всегда около Вас, у Ваших ног, каждое мгновение дня заполнено Вами, мыслью о Вас, мечтами о Вас	2.109997017050166
618	619	И пропал человек	2.1094136006111537
894	895	В Вас как будто бы воплотилась вся красота земли Подумайте, что мне нужно было делать	2.104614424374374
50	51	Я помню также раз, надо мной все смеялись, когда я сказала, что в лунном свете есть какой-то розовый оттенок	2.104509912022108
963	964	В эту секунду она поняла, что та любовь, о которой мечтает каждая женщина, прошла мимо нее	2.1042206597682944
855	856	И правда, подумай, Коля, разве он виноват в любви и разве можно управлять таким чувством, как любовь, — чувством, которое до сих пор еще не нашло себе истолкователя	2.1038284113754875
697	698	— Нет уж, спасибо, мой милый, — ответил генерал	2.103745689556613
100	101	Вот посмотри	2.1025194583683366
458	459	А вот почему	2.1025194583683366
314	315	Сейчас или после гостей	2.1025194583683366
259	260	» — хором ответили: «Да, знаем	2.102236990323008
331	332	Вы думаете, это было легко	2.0991527670388526
785	786	И оба остались стоять	2.0980648045156762
680	681	Он только писал ей и в письмах подписывался Г	2.0931297656764256
440	441	Только один весь от страха раскисает, а другой себя держит в руках	2.090221452493302
810	811	— Вы хотели обратиться к власти	2.0895467696915464
857	858	И мне не только что жалко, но вот я чувствую, что присутствую при какой-то громадной трагедии души, и я не могу здесь паясничать — Это декадентство, — сказал Николай Николаевич Через десять минут Желтков вернулся	2.089139862944922
916	917	» Она пришла к мужу с покрасневшими от слез глазами и вздутыми губами и, показав письмо, сказала: — Я ничего от тебя не хочу скрывать, но я чувствую, что в нашу жизнь вмешалось что-то ужасное	2.0883204987008392
690	691	— может быть, твой жизненный путь, Верочка, пересекла именно такая любовь, о которой грезят женщины и на которую больше не способны мужчины	2.085812229055289
664	665	Ну скажи же, моя милая, по совести, разве каждая женщина в глубине своего сердца не мечтает о такой любви — единой, всепрощающей, на все готовой, скромной и самоотверженной	2.084337930475736
413	414	Тут бы жить да жить на берегу моря, в тишине, спокойненько — И пожили бы у нас, дедушка, — сказала Вера — Нельзя, милая, нельзя	2.08378777041842
919	920	Я не сводил с него глаз и видел каждое его движение, каждое изменение его лица	2.083717546544744
217	218	А это пленные, и я не могу»	2.083060425353152
199	200	Пойдемте, девочки	2.083060425353152
708	709	Еще Вера за тебя замуж не выходила, когда я уверял, что ты и Вера тешитесь ими, как ребятишки, видя в них только смешное	2.0828979881766947
953	954	— спросила Вера — Про́шу, про́шу, пани	2.0824615076364497
954	955	Вот его первая дверь налево	2.081013963699882
679	680	Я с удовольствием расскажу И она рассказала коменданту со всеми подробностями о каком-то безумце, который начал преследовать ее своею любовью еще за два года до ее замужества Она ни разу не видела его и не знает его фамилии	2.0798155436637082
952	953	» Я ему обещала это сделать — Вы мне его покажете	2.0795590285657326
726	727	— возразил пренебрежительно Николай Николаевич	2.077447019953478
552	553	Возьмем женщину	2.0769431971446464
966	967	Покойный пан Желтков перед смертью сказал мне: «Если случится, что я умру и придет поглядеть на меня какая-нибудь дама, то скажите ей, что у Бетховена самое лучшее произведение	2.074566351663235
849	850	Уверяю вас, что все, что возможно будет вам передать, я передам — Идите, — сказал Шеин Когда Василий Львович и Тугановский остались вдвоем, то Николай Николаевич сразу набросился на своего шурина Так нельзя, — кричал он, делая вид, что бросает правой рукой на землю от груди какой-то невидимый предмет	2.073574591951192
116	117	Сколько может быть этой книжке	2.072495928875753
497	498	Время от времени он ласково поглаживал своей большой холодной рукой руку Веры, легко лежавшую на сгибе его рукава — Смешная эта Людмила Львовна, — вдруг заговорил генерал, точно продолжая вслух течение своих мыслей	2.0704083254522896
452	453	— Вы, должно быть, смолоду очень красивы были — О, наш дедушка и теперь красавец	2.07024822015174
117	118	— спросила она — Я боюсь определить точно	2.0655038245044777
762	763	— Если бы такую выходку с браслетом и письмом позволил себе человек нашего круга, то князь Василий послал бы ему вызов	2.062079977113683
793	794	Заговорил Николай Николаевич — Во-первых, позвольте возвратить вам вашу вещь, — сказал он и, достав из кармана красный футляр, аккуратно положил его на стол	2.061024769438587
978	979	Вспомнила слова генерала Аносова и спросила себя: почему этот человек заставил ее слушать именно это бетховенское произведение, и еще против ее желания	2.058356659283969
533	534	Слава богу, что детей не было — Вы простили им, дедушка	2.0577266248205413
657	658	Для нее, если она любит, любовь заключает весь смысл жизни — всю вселенную	2.0551294795437918
283	284	«Передайте, говорит, вашей барыне	2.0532195167014637
1000	1001	Ты обо мне помнишь	2.0513669359209556
1001	1002	Помнишь	2.0513669359209556
908	909	Если Вы обо мне вспомните, то	2.0513669359209556
1005	1006	Ты обо мне помнишь	2.0513669359209556
1006	1007	Помнишь	2.0513669359209556
1007	1008	Помнишь	2.0513669359209556
403	404	Оставшиеся гости сидели на террасе	2.0464651266501184
494	495	Прочитай его Анна с Бахтинским шли впереди, а сзади их, шагов на двадцать, комендант под руку с Верой	2.0453165198951453
925	926	Я боюсь, что буду чувствовать себя принужденным Вера Николаевна оставила свой экипаж за две улицы до Лютеранской	2.0437670451993926
844	845	Остается только одно — смерть	2.0434698023293394
949	950	» Я говорю: «Католичка»	2.0383602197384967
312	313	» «Показать Васе или не показать	2.037912783029632
873	874	Вечером, приехав на дачу, Василий Львович передал жене очень точно все подробности свидания с Желтковым	2.0367299940119366
800	801	Ведь, если я не ошибаюсь, вы преследуете княгиню Веру Николаевну уже около семи-восьми лет	2.0356403010596114
48	49	Знаешь, чем пахнет морская вода во время прибоя	2.035255075753371
87	88	Я люблю лес	2.0333681092851963
938	939	— Расскажите мне что-нибудь о последних минутах его жизни, о том, что он делал и что говорил — Пани, к нам пришли два господина и очень долго разговаривали	2.0315095377246797
946	947	И вот должны были взломать дверь, а он уже мертвый — Расскажите мне что-нибудь о браслете, — приказала Вера Николаевна — Ах, ах, ах, браслет — я и забыла	2.03037510451912
721	722	Милое положение	2.0284881906406182
576	577	— тихо спросила Вера — Нет, — ответил старик решительно	2.027107413073203
395	396	Но каждый день неуклонно посылает он Вере страстные письма	2.0266587807536145
492	493	Гусар, — обратился он к Бахтинскому, — ночь теплая, пойдемте-ка навстречу нашему экипажу — И я пойду с вами, дедушка, — сказала Вера — И я, — подхватила Анна Перед тем как уходить, Вера подошла к мужу и сказала ему тихо: — Поди посмотри	2.022928756383949
1011	1012	— спросила пианистка Вера, с глазами, блестящими от слез, беспокойно, взволнованно стала целовать ей лицо, губы, глаза и говорила: — Нет, нет, — он меня простил теперь	2.016099699514045
535	536	Первое время был как бешеный	2.0151841624475786
701	702	Теперь я буду часто приезжать, — говорил он, целуя у Веры лоб и руки	2.0145833361840952
134	135	Ты знаешь, что они оба любят покушать — и дедушка и профессор	2.0130044398726192
839	840	скажите, — что бы вы сделали для того, чтоб оборвать это чувство	2.011751493232965
475	476	— спросила разочарованно Людмила Львовна — А чего же вам больше	2.011131845538786
847	848	Он обратился к князю Василию Львовичу и спросил: — Вы позволите мне отлучиться на десять минут	2.00973349490999
313	314	И если показать — то когда	2.0056094453602804
434	435	Боялись	2.0056094453602804
284	285	Но только, говорит, в ихние собственные руки»	2.004938367112848
666	667	Пройдет еще лет тридцать	2.001685698228651
964	965	Она вспомнила слова генерала Аносова о вечной исключительной любви — почти пророческие слова	2.0000332702629424
131	132	— воскликнула Анна и всплеснула руками	1.999201067595106
165	166	— говорила Вера тоном легкого упрека	1.9965918130517173
991	992	В душе я призываю смерть, но в сердце полон хвалы тебе: „Да святится имя Твое“ Ты, ты и люди, которые окружали тебя, все вы не знаете, как ты была прекрасна	1.996286601779002
338	339	Но самое, самое мое больное место — это наш приют	1.9934675961946073
1008	1009	Вот я чувствую твои слезы	1.9874050938413177
713	714	— Он так же мой, как и твой — Хорошо, еще раз извиняюсь	1.9851252856645494
439	440	Все одинаково боятся	1.9816487762582384
924	925	Я сам поехал бы, но только Николай испортил мне все дело	1.9810025394095794
524	525	Ну, дай вам бог	1.9810004340251894
509	510	Знаешь, как женился	1.977157019692044
867	868	— Вы обо мне более не услышите и, конечно, больше никогда меня не увидите	1.9763489727570993
573	574	Любовь должна быть трагедией	1.9756410748804811
835	836	вот я вам прямо гляжу в глаза и чувствую, что вы меня поймете	1.9728579405638893
622	623	И такая же женщина была, как и первая, только молодая и красивая	1.9721608702091522
869	870	Когда я ее спросил, можно ли мне остаться в городе, чтобы хотя изредка ее видеть, конечно не показываясь ей на глаза, она ответила: «Ах, если бы вы знали, как мне надоела вся эта история	1.9712476570015043
702	703	Все распрощались	1.9696684417072177
205	206	Всю нежную дружбу и любовь он после смерти князя перенес на его дочерей	1.9672988475652349
346	347	Вы меня понимаете	1.9642167602020555
805	806	Понимаете	1.9642167602020555
478	479	неужели в самом деле вы никогда не любили настоящей любовью	1.9635136368312311
922	923	Понимаешь, Вера, я не знал, как себя держать, что мне делать — Вот что, Васенька, — перебила его Вера Николаевна, — тебе не будет больно, если я поеду в город и погляжу на него	1.9620375326078556
1002	1003	Ты ведь моя единая и последняя любовь	1.9618435131610727
299	300	» — с неудовольствием подумала Вера	1.959403300727116
814	815	— обратился он к Шеину	1.955424172801499
655	656	Я даже больше скажу: я уверен, что почти каждая женщина способна в любви на самый высокий героизм	1.9554070585385948
723	724	— воскликнул Василий Львович — Я тоже так думаю, — согласилась Вера, — и как можно скорее	1.9495464635591992
568	569	Постой, постой, Вера, ты мне сейчас опять хочешь про твоего Васю	1.9475872039532596
569	570	Право же, я его люблю	1.9453224797573556
936	937	Если бы вы знали, что это был за чудный человек, пани	1.9438003079835893
577	578	— Я, правда, знаю два случаях похожих	1.9420630929947573
329	330	Но посмотрите только на наш труд	1.9404940925774739
822	823	Но у меня есть несколько слов для князя Василия Львовича И, не обращая больше внимания на Тугановского, он сказал: — Сейчас настала самая тяжелая минута в моей жизни	1.9391444262017252
926	927	Она без большого труда нашла квартиру Желткова	1.9338398073410645
582	583	Если хочешь, я расскажу	1.9325454275211613
887	888	На этот раз Вера Николаевна узнала почерк Желткова и с нежностью, которой она в себе не ожидала, развернула письмо Желтков писал так: «Я не виноват, Вера Николаевна, что богу было угодно послать мне, как громадное счастье, любовь к Вам	1.9275864746949698
813	814	Вы меня извините, князь, что я сижу	1.927437017522718
710	711	Мы, Верочка, говорим сейчас с Василием Львовичем об этом твоем сумасшедшем, о твоем Пе Пе Же	1.9263514657414778
948	949	Он, перед тем как написать письмо, пришел ко мне и сказал: «Вы католичка	1.912437739358588
61	62	Если бы ты знала, как я благодарна богу за все чудеса, которые он для нас сделал	1.9010932099549138
866	867	Никаких писем, — закричал Николай Николаевич — Хорошо, пишите, — сказал Шеин — Вот и все, — произнес, надменно улыбаясь, Желтков	1.9001506630412304
910	911	2 Я не знаю, как мне кончить письмо	1.9000112363034374
544	545	Все к лучшему, Верочка — Нет, нет, дедушка, в вас все-таки, простите меня, говорит прежняя обида	1.8967341378845295
335	336	И целый, целый день на ногах	1.8965687836000915
770	771	— спросил Николай Николаевич Женщина тревожно забегала глазами от глаз одного мужчины к глазам другого и обратно	1.8913714028765736
748	749	— поморщилась Вера — И правда, Вера, — подхватил князь	1.8873210891771233
185	186	очень стала похожа	1.8866156450292366
263	264	Улыбалась и Анна своими прищуренными глазами	1.8800707448825482
248	249	За обедом всех потешал князь Василий Львович	1.8711101651794109
286	287	А он говорит: «Здесь все обозначено»	1.8708359562863701
206	207	Он знал их еще совсем маленькими, а младшую Анну даже крестил	1.8706865969713746
340	341	Это, должно быть, что-нибудь очень смешное	1.870683635623324
534	535	— Простил — это не то слово, Верочка	1.8702096374725095
714	715	Словом, я хочу только сказать, что его глупостям надо положить конец	1.8648756766348458
660	661	Говорят, что раньше все это бывало	1.8605065137909276
654	655	— О, конечно, Верочка	1.8594814096820425
183	184	Ты, Верочка	1.8594814096820425
779	780	— спросил высокомерно Николай Николаевич — Желтков	1.8472432558253136
571	572	Почем знать, может быть, будущее и покажет его любовь в свете большой красоты	1.8456271266511346
695	696	Садись, — сказал он	1.8444997979933206
755	756	хотя, бог его знает, может быть, ему шестьдесят лет	1.8385472059488983
797	798	— Видите ли, господин Желтков, — продолжал Николай Николаевич, как будто не расслышав последних слов Желткова	1.8348504985039695
753	754	Лучше уж я сам пойду к этому	1.830485436193199
522	523	«Милый	1.8295181863045993
724	725	Но как это сделать	1.8295181863045993
763	764	А если бы он этого не сделал, то сделал бы я	1.8295181863045993
629	630	Не мое дело, не мое дело	1.8295181863045993
968	969	Вот поглядите — Покажите, — сказала Вера Николаевна и вдруг заплакала	1.8202702868313754
890	891	Если можете, простите меня за это	1.811026403178014
830	831	что я люблю вашу жену	1.806377716718443
124	125	— спросила Анна — Да, я сама так думала сначала	1.8046632549991952
95	96	прохлада — Мне все равно, я все люблю, — ответила Анна	1.7986052486980375
918	919	— спросила Вера — Да, умер, я скажу, что он любил тебя, а вовсе не был сумасшедшим	1.7975418848987144
45	46	Я так давно не видела моря	1.7974466578557975
667	668	я не увижу, но ты, может быть, увидишь, Верочка	1.7934698023293396
840	841	Выслать меня в другой город, как сказал Николай Николаевич	1.785246288161932
923	924	— Нет, нет, Вера, пожалуйста, прошу тебя	1.7806557317810099
913	914	Целую Ваши руки Г	1.7772884699201756
825	826	— Слушаю, — сказал Шеин	1.771465933211772
189	190	все впереди	1.770698437371199
490	491	Ну, а теперь, Верочка, не держи меня больше	1.7659428994007076
786	787	— Мы к вам всего только на несколько минут	1.7647314711823427
848	849	Я от вас не скрою, что пойду говорить по телефону с княгиней Верой Николаевной	1.7587844968184825
178	179	Вы первые	1.7503369402569744
486	487	— Должно быть, не любил	1.7463524754213369
500	501	А я хочу сказать, что люди в наше время разучились любить	1.7424603325534582
709	710	Вот, кстати, и сама Вера	1.7373302240745154
625	626	А муж — ничего	1.7268558444074515
853	854	Я бы это сделал в двух словах — Подожди, — сказал князь Василий Львович, — сейчас все это объяснится	1.7226484539894347
751	752	Мы все достаточно хорошо знаем наш город	1.7214008593604657
566	567	Та, про которую сказано — «сильна, как смерть»	1.7168469989988822
856	857	— Подумав, князь сказал: — Мне жалко этого человека	1.7142027123494046
878	879	Желтков	1.7045794496962992
503	504	— Ну как же это так, дедушка	1.7045794496962992
129	130	Знаю только, что будет наш дедушка — Ах, дедушка милый	1.6915637579618972
501	502	Не вижу настоящей любви	1.6898635760700582
947	948	Почему вы знаете	1.6761270240280628
863	864	Вы позволите мне написать еще последнее письмо княгине Вере Николаевне	1.6637006878233445
811	812	Именно так вы сказали	1.63151543185718
989	990	Жизнь могла бы быть прекрасной и для меня	1.6268611781115663
572	573	Но ты пойми, о какой любви я говорю	1.6054445047807313
872	873	Кажется, я сделал все, что мог	1.6043707785215457
105	106	— сказала Вера и поцеловала сестру	1.6009980498615104
